seq,commit_ts,op,tarjeta,perfil,zona_residencia,estado
21454,2026-07-02T14:25:00,INSERT,TC-00043816,trabajador,Mixco,ACTIVA
21455,2026-07-02T01:26:00,INSERT,TC-00037224,trabajador,Santa Catarina Pinula,ACTIVA
21456,2026-07-02T07:15:00,INSERT,TC-00025491,estudiante,Zona 11,ACTIVA
21457,2026-07-02T04:55:00,INSERT,TC-00013258,adulto_mayor,Zona 6,ACTIVA
21458,2026-07-02T09:57:00,INSERT,TC-00007169,trabajador,Zona 1,ACTIVA
21459,2026-07-02T08:19:00,INSERT,TC-00044578,trabajador,Mixco,ACTIVA
21460,2026-07-02T21:53:00,INSERT,0000024555,estudiante,San Miguel Petapa,ACTIVA
21461,2026-07-02T14:17:00,INSERT,SIN-TARJETA,adulto_mayor,Zona 11,ACTIVA
21462,2026-07-02T02:55:00,INSERT,0000039565,estudiante,Zona 6,ACTIVA
21463,2026-07-02T10:58:00,INSERT,0000001784,trabajador,Mixco,ACTIVA
21464,2026-07-02T19:47:00,INSERT,0000042777,trabajador,Zona 8,ACTIVA
21465,2026-07-02T00:24:00,INSERT,0000026908,estudiante,Zona 6,ACTIVA
21466,2026-07-02T04:32:00,INSERT,TC-00054956,adulto_mayor,Zona 1,ACTIVA
21467,2026-07-02T07:31:00,INSERT,TC-00032754,trabajador,Zona 8,ACTIVA
21468,2026-07-02T15:08:00,INSERT,TC-00008655,general,Zona 7,ACTIVA
21469,2026-07-02T07:40:00,INSERT,TC-00046767,trabajador,Zona 18,ACTIVA
21470,2026-07-02T03:21:00,INSERT,TC-00040484,trabajador,Zona 1,ACTIVA
21471,2026-07-02T09:32:00,INSERT,TC-00022331,trabajador,Zona 11,ACTIVA
21472,2026-07-02T19:50:00,INSERT,TC-00047692,estudiante,Villa Nueva,ACTIVA
21473,2026-07-02T09:28:00,INSERT,MR0021834,general,Zona 9,ACTIVA
21474,2026-07-02T12:32:00,INSERT,0000024434,trabajador,Santa Catarina Pinula,ACTIVA
21475,2026-07-02T05:39:00,INSERT,SIN-TARJETA,estudiante,Zona 11,ACTIVA
21476,2026-07-02T18:54:00,INSERT,TC-00009601,general,Zona 12,ACTIVA
21477,2026-07-02T16:39:00,INSERT,TC-00041976,trabajador,Zona 8,ACTIVA
21478,2026-07-02T13:59:00,INSERT,0000000114,trabajador,San Miguel Petapa,ACTIVA
21479,2026-07-02T15:57:00,INSERT,TC-00044720,trabajador,Villa Nueva,ACTIVA
21480,2026-07-02T05:57:00,INSERT,TC-00013290,trabajador,Zona 12,ACTIVA
21481,2026-07-02T15:52:00,INSERT,0000028224,trabajador,Zona 17,ACTIVA
21482,2026-07-02T23:14:00,INSERT,TC-00023577,trabajador,Mixco,ACTIVA
21483,2026-07-02T17:08:00,INSERT,TC-00013577,trabajador,Zona 11,ACTIVA
21484,2026-07-02T22:07:00,INSERT,TC-00040539,trabajador,Zona 17,ACTIVA
21485,2026-07-02T20:14:00,INSERT,0000013210,trabajador,Zona 7,ACTIVA
21486,2026-07-02T18:58:00,INSERT,0000000283,trabajador,Santa Catarina Pinula,ACTIVA
21487,2026-07-02T20:10:00,INSERT,TC-00024392,trabajador,Villa Nueva,ACTIVA
21488,2026-07-02T20:49:00,INSERT,TC-00017853,general,Zona 4,ACTIVA
21489,2026-07-02T09:48:00,INSERT,0000026840,estudiante,Zona 17,ACTIVA
21490,2026-07-02T00:51:00,INSERT,TC-00025039,general,San Miguel Petapa,ACTIVA
21491,2026-07-02T16:01:00,INSERT,TC-00021548,adulto_mayor,Zona 1,ACTIVA
21492,2026-07-02T17:52:00,INSERT,SIN-TARJETA,general,Zona 8,ACTIVA
21493,2026-07-02T10:23:00,INSERT,TC-00021351,estudiante,Zona 11,ACTIVA
21494,2026-07-02T19:51:00,INSERT,TC-00015748,trabajador,Zona 1,ACTIVA
21495,2026-07-02T11:24:00,INSERT,SIN-TARJETA,estudiante,Villa Nueva,ACTIVA
21496,2026-07-02T00:22:00,INSERT,TC-00059583,trabajador,Zona 12,ACTIVA
21497,2026-07-02T15:09:00,INSERT,TC-00003839,trabajador,San Miguel Petapa,ACTIVA
21498,2026-07-02T19:53:00,INSERT,TC-00004634,general,Zona 17,ACTIVA
21499,2026-07-02T03:01:00,INSERT,TC-00040220,trabajador,Zona 18,ACTIVA
21500,2026-07-02T15:25:00,INSERT,MR0022828,estudiante,Zona 10,ACTIVA
21501,2026-07-02T08:14:00,INSERT,TC-00011871,trabajador,Zona 10,ACTIVA
21502,2026-07-02T14:51:00,INSERT,TC-00012204,adulto_mayor,Zona 12,ACTIVA
21503,2026-07-02T00:12:00,INSERT,TC-00029199,trabajador,Zona 7,ACTIVA
21504,2026-07-02T10:07:00,INSERT,TC-00018124,trabajador,Zona 4,ACTIVA
21505,2026-07-02T21:16:00,INSERT,TC-00020715,adulto_mayor,Zona 4,ACTIVA
21506,2026-07-02T08:51:00,INSERT,TC-00012693,trabajador,Zona 4,ACTIVA
21507,2026-07-02T05:43:00,INSERT,TC-00001767,trabajador,Zona 6,ACTIVA
21508,2026-07-02T16:40:00,INSERT,0000042630,general,Zona 6,ACTIVA
21509,2026-07-02T06:46:00,INSERT,MR0010909,trabajador,Zona 13,ACTIVA
21510,2026-07-02T22:49:00,INSERT,0000045032,estudiante,Zona 18,ACTIVA
21511,2026-07-02T06:59:00,INSERT,TC-00029745,general,Zona 10,ACTIVA
21512,2026-07-02T17:17:00,INSERT,TC-00021564,trabajador,Zona 12,ACTIVA
21513,2026-07-02T01:46:00,INSERT,0000027505,trabajador,Santa Catarina Pinula,ACTIVA
21514,2026-07-02T11:19:00,INSERT,0000029104,general,Zona 13,ACTIVA
21515,2026-07-02T23:47:00,INSERT,MR0056004,general,Zona 9,ACTIVA
21516,2026-07-02T11:10:00,INSERT,TC-00037265,trabajador,Santa Catarina Pinula,ACTIVA
21517,2026-07-02T02:29:00,INSERT,0000019477,general,Zona 11,ACTIVA
21518,2026-07-02T07:24:00,INSERT,TC-00027447,trabajador,Zona 11,ACTIVA
21519,2026-07-02T05:48:00,INSERT,TC-00055370,trabajador,San Miguel Petapa,ACTIVA
21520,2026-07-02T18:16:00,INSERT,TC-00023930,trabajador,Mixco,ACTIVA
21521,2026-07-02T08:43:00,INSERT,TC-00048334,adulto_mayor,Zona 17,ACTIVA
21522,2026-07-02T08:25:00,INSERT,0000032098,trabajador,Villa Nueva,ACTIVA
21523,2026-07-02T01:47:00,INSERT,MR0051851,trabajador,Zona 18,ACTIVA
21524,2026-07-02T13:21:00,INSERT,MR0002904,trabajador,Villa Nueva,ACTIVA
21525,2026-07-02T04:31:00,INSERT,TC-00008964,trabajador,Zona 10,ACTIVA
21526,2026-07-02T03:53:00,INSERT,TC-00026011,adulto_mayor,Zona 17,ACTIVA
21527,2026-07-02T22:26:00,INSERT,0000031425,trabajador,Zona 17,ACTIVA
21528,2026-07-02T22:05:00,INSERT,TC-00026527,trabajador,Villa Nueva,ACTIVA
21529,2026-07-02T19:29:00,INSERT,0000046500,general,Mixco,ACTIVA
21530,2026-07-02T12:00:00,INSERT,TC-00001941,estudiante,Zona 18,ACTIVA
21531,2026-07-02T12:32:00,INSERT,TC-00018074,trabajador,Zona 13,ACTIVA
21532,2026-07-02T06:43:00,INSERT,TC-00051970,trabajador,Zona 4,ACTIVA
21533,2026-07-02T02:17:00,INSERT,TC-00049102,adulto_mayor,San Miguel Petapa,ACTIVA
21534,2026-07-02T09:55:00,INSERT,TC-00026578,trabajador,Villa Nueva,ACTIVA
21535,2026-07-02T19:58:00,INSERT,TC-00020209,general,Villa Nueva,ACTIVA
21536,2026-07-02T12:26:00,INSERT,TC-00039161,estudiante,Zona 9,ACTIVA
21537,2026-07-02T10:55:00,INSERT,TC-00018409,general,Santa Catarina Pinula,ACTIVA
21538,2026-07-02T04:11:00,INSERT,TC-00006061,estudiante,Mixco,ACTIVA
21539,2026-07-02T22:49:00,INSERT,TC-00017235,trabajador,Zona 17,ACTIVA
21540,2026-07-02T17:23:00,INSERT,TC-00032885,trabajador,Villa Nueva,ACTIVA
21541,2026-07-02T18:37:00,INSERT,TC-00008572,trabajador,Zona 1,ACTIVA
21542,2026-07-02T13:40:00,INSERT,0000022245,general,Zona 13,ACTIVA
21543,2026-07-02T05:40:00,INSERT,TC-00035800,trabajador,Zona 6,ACTIVA
21544,2026-07-02T21:05:00,INSERT,TC-00057437,estudiante,Zona 8,ACTIVA
21545,2026-07-02T01:10:00,INSERT,TC-00002027,estudiante,Zona 18,ACTIVA
21546,2026-07-02T15:57:00,INSERT,TC-00029969,general,Mixco,ACTIVA
21547,2026-07-02T14:46:00,INSERT,0000044272,trabajador,Zona 9,ACTIVA
21548,2026-07-02T10:34:00,INSERT,TC-00050472,trabajador,Villa Nueva,ACTIVA
21549,2026-07-02T19:07:00,INSERT,TC-00058600,trabajador,Zona 9,ACTIVA
21550,2026-07-02T12:20:00,INSERT,0000007806,general,Santa Catarina Pinula,ACTIVA
21551,2026-07-02T08:09:00,INSERT,SIN-TARJETA,general,Zona 12,ACTIVA
21552,2026-07-02T06:35:00,INSERT,TC-00051900,estudiante,Zona 12,ACTIVA
21553,2026-07-02T01:40:00,INSERT,0000007181,trabajador,Zona 4,ACTIVA
21554,2026-07-02T14:50:00,INSERT,SIN-TARJETA,trabajador,Zona 17,ACTIVA
21555,2026-07-02T02:39:00,INSERT,TC-00032986,estudiante,Zona 1,ACTIVA
21556,2026-07-02T18:08:00,INSERT,TC-00009627,trabajador,Zona 7,ACTIVA
21557,2026-07-02T08:52:00,INSERT,MR0055600,trabajador,Zona 8,ACTIVA
21558,2026-07-02T08:44:00,INSERT,TC-00014480,general,Zona 8,ACTIVA
21559,2026-07-02T05:31:00,INSERT,TC-00050878,adulto_mayor,Mixco,ACTIVA
21560,2026-07-02T11:20:00,INSERT,TC-00036921,trabajador,San Miguel Petapa,ACTIVA
21561,2026-07-02T19:44:00,INSERT,SIN-TARJETA,trabajador,Mixco,ACTIVA
21562,2026-07-02T13:55:00,INSERT,SIN-TARJETA,estudiante,Zona 7,ACTIVA
21563,2026-07-02T13:04:00,INSERT,0000050140,general,Zona 7,ACTIVA
21564,2026-07-02T17:41:00,INSERT,TC-00050596,trabajador,Zona 18,ACTIVA
21565,2026-07-02T08:46:00,INSERT,TC-00002050,general,Zona 17,ACTIVA
21566,2026-07-02T08:43:00,INSERT,0000027785,trabajador,Zona 4,ACTIVA
21567,2026-07-02T02:13:00,INSERT,TC-00021959,estudiante,Zona 8,ACTIVA
21568,2026-07-02T23:01:00,INSERT,TC-00041256,trabajador,Zona 11,ACTIVA
21569,2026-07-02T16:47:00,INSERT,TC-00016812,general,Zona 8,ACTIVA
21570,2026-07-02T05:13:00,INSERT,TC-00007282,general,Santa Catarina Pinula,ACTIVA
21571,2026-07-02T16:28:00,INSERT,0000003393,trabajador,Zona 11,ACTIVA
21572,2026-07-02T00:33:00,INSERT,0000032598,trabajador,Zona 4,ACTIVA
21573,2026-07-02T13:25:00,INSERT,0000054234,trabajador,Zona 1,ACTIVA
21574,2026-07-02T12:40:00,INSERT,TC-00056050,general,San Miguel Petapa,ACTIVA
21575,2026-07-02T10:11:00,INSERT,0000055322,trabajador,Zona 4,ACTIVA
21576,2026-07-02T00:38:00,INSERT,0000041114,estudiante,Zona 7,ACTIVA
21577,2026-07-02T10:04:00,INSERT,TC-00024075,general,Zona 8,ACTIVA
21578,2026-07-02T12:54:00,INSERT,0000036983,trabajador,Zona 8,ACTIVA
21579,2026-07-02T14:34:00,INSERT,TC-00015587,trabajador,Zona 7,ACTIVA
21580,2026-07-02T05:44:00,INSERT,MR0044385,estudiante,Santa Catarina Pinula,ACTIVA
21581,2026-07-02T16:26:00,INSERT,0000000375,trabajador,Zona 6,ACTIVA
21582,2026-07-02T12:36:00,INSERT,0000023611,general,Mixco,ACTIVA
21583,2026-07-02T19:54:00,INSERT,MR0038173,trabajador,Zona 8,ACTIVA
21584,2026-07-02T14:04:00,INSERT,TC-00039341,trabajador,Santa Catarina Pinula,ACTIVA
21585,2026-07-02T21:48:00,INSERT,TC-00026325,estudiante,Zona 7,ACTIVA
21586,2026-07-02T18:01:00,INSERT,0000019318,trabajador,Mixco,ACTIVA
21587,2026-07-02T23:42:00,INSERT,0000008583,adulto_mayor,Santa Catarina Pinula,ACTIVA
21588,2026-07-02T09:02:00,INSERT,TC-00029518,trabajador,Zona 4,ACTIVA
21589,2026-07-02T22:02:00,INSERT,TC-00033499,trabajador,Villa Nueva,ACTIVA
21590,2026-07-02T00:48:00,INSERT,0000007704,trabajador,Zona 8,ACTIVA
21591,2026-07-02T15:16:00,INSERT,TC-00002463,trabajador,Villa Nueva,ACTIVA
21592,2026-07-02T04:19:00,INSERT,TC-00055955,general,Zona 7,ACTIVA
21593,2026-07-02T19:48:00,INSERT,TC-00013967,trabajador,Santa Catarina Pinula,ACTIVA
21594,2026-07-02T03:47:00,INSERT,TC-00059147,trabajador,Villa Nueva,ACTIVA
21595,2026-07-02T21:54:00,INSERT,TC-00058880,general,Zona 11,ACTIVA
21596,2026-07-02T06:40:00,INSERT,TC-00020708,trabajador,Zona 12,ACTIVA
21597,2026-07-02T10:55:00,INSERT,TC-00051558,trabajador,Zona 13,ACTIVA
21598,2026-07-02T04:32:00,INSERT,0000048934,trabajador,Villa Nueva,ACTIVA
21599,2026-07-02T19:50:00,INSERT,TC-00041869,trabajador,Zona 4,ACTIVA
21600,2026-07-02T05:57:00,INSERT,TC-00015528,trabajador,Zona 13,ACTIVA
21601,2026-07-02T13:25:00,INSERT,TC-00032713,estudiante,Zona 12,ACTIVA
21602,2026-07-02T14:09:00,INSERT,TC-00025124,trabajador,Mixco,ACTIVA
21603,2026-07-02T08:08:00,INSERT,0000015442,general,San Miguel Petapa,ACTIVA
21604,2026-07-02T08:43:00,INSERT,TC-00023291,adulto_mayor,Zona 12,ACTIVA
21605,2026-07-02T17:09:00,INSERT,TC-00013203,trabajador,Zona 12,ACTIVA
21606,2026-07-02T09:44:00,INSERT,TC-00009656,trabajador,San Miguel Petapa,ACTIVA
21607,2026-07-02T02:22:00,INSERT,TC-00010530,trabajador,Zona 9,ACTIVA
21608,2026-07-02T16:11:00,INSERT,TC-00047131,trabajador,Zona 8,ACTIVA
21609,2026-07-02T13:08:00,INSERT,TC-00022002,trabajador,Santa Catarina Pinula,ACTIVA
21610,2026-07-02T14:45:00,INSERT,TC-00045435,general,Mixco,ACTIVA
21611,2026-07-02T12:55:00,INSERT,TC-00018848,trabajador,Zona 9,ACTIVA
21612,2026-07-02T14:24:00,INSERT,TC-00059498,trabajador,Zona 6,ACTIVA
21613,2026-07-02T00:12:00,INSERT,TC-00034360,trabajador,Mixco,ACTIVA
21614,2026-07-02T04:36:00,INSERT,TC-00047353,trabajador,Zona 11,ACTIVA
21615,2026-07-02T10:28:00,INSERT,TC-00011212,trabajador,Mixco,ACTIVA
21616,2026-07-02T02:05:00,INSERT,MR0018860,general,Zona 17,ACTIVA
21617,2026-07-02T08:44:00,INSERT,TC-00016472,trabajador,Santa Catarina Pinula,ACTIVA
21618,2026-07-02T19:41:00,INSERT,TC-00024447,general,San Miguel Petapa,ACTIVA
21619,2026-07-02T13:57:00,INSERT,TC-00055109,trabajador,Zona 18,ACTIVA
21620,2026-07-02T16:03:00,INSERT,TC-00054730,trabajador,Zona 17,ACTIVA
21621,2026-07-02T10:07:00,INSERT,TC-00045668,general,Zona 9,ACTIVA
21622,2026-07-02T10:13:00,INSERT,0000056077,trabajador,Zona 13,ACTIVA
21623,2026-07-02T07:31:00,INSERT,TC-00058440,general,Zona 13,ACTIVA
21624,2026-07-02T23:07:00,INSERT,TC-00046322,general,Zona 13,ACTIVA
21625,2026-07-02T01:32:00,INSERT,SIN-TARJETA,estudiante,Zona 12,ACTIVA
21626,2026-07-02T03:33:00,INSERT,TC-00029754,adulto_mayor,Zona 8,ACTIVA
21627,2026-07-02T23:43:00,INSERT,TC-00043624,trabajador,Zona 18,ACTIVA
21628,2026-07-02T23:06:00,INSERT,TC-00023088,trabajador,Zona 10,ACTIVA
21629,2026-07-02T04:57:00,INSERT,0000017532,trabajador,Villa Nueva,ACTIVA
21630,2026-07-02T21:01:00,INSERT,TC-00035332,trabajador,Zona 11,ACTIVA
21631,2026-07-02T17:42:00,UPDATE,0000042840,adulto_mayor,Zona 1,ACTIVA
21632,2026-07-02T23:01:00,UPDATE,0000025193,estudiante,Zona 12,ACTIVA
21633,2026-07-02T15:01:00,UPDATE,TC-00017975,trabajador,Zona 10,ACTIVA
21634,2026-07-02T20:39:00,UPDATE,TC-00000998,adulto_mayor,Zona 7,ACTIVA
21635,2026-07-02T12:45:00,UPDATE,TC-00043661,trabajador,Zona 13,ACTIVA
21636,2026-07-02T07:22:00,UPDATE,TC-00059406,general,Zona 9,ACTIVA
21637,2026-07-02T13:33:00,UPDATE,TC-00056114,general,Zona 6,ACTIVA
21638,2026-07-02T02:29:00,UPDATE,SIN-TARJETA,estudiante,Zona 9,ACTIVA
21639,2026-07-02T10:19:00,UPDATE,TC-00054366,estudiante,Zona 7,ACTIVA
21640,2026-07-02T12:48:00,UPDATE,0000027983,general,San Miguel Petapa,ACTIVA
21641,2026-07-02T21:06:00,UPDATE,TC-00022751,adulto_mayor,Zona 11,ACTIVA
21642,2026-07-02T18:26:00,UPDATE,TC-00001435,trabajador,Zona 18,ACTIVA
21643,2026-07-02T05:11:00,UPDATE,TC-00024743,adulto_mayor,Santa Catarina Pinula,ACTIVA
21644,2026-07-02T12:55:00,UPDATE,TC-00027269,adulto_mayor,Zona 4,ACTIVA
21645,2026-07-02T01:52:00,UPDATE,0000040967,trabajador,Zona 12,ACTIVA
21646,2026-07-02T04:12:00,UPDATE,SIN-TARJETA,estudiante,Zona 1,ACTIVA
21647,2026-07-02T05:03:00,UPDATE,TC-00026637,estudiante,Zona 10,ACTIVA
21648,2026-07-02T13:17:00,UPDATE,TC-00010858,estudiante,Zona 7,ACTIVA
21649,2026-07-02T08:57:00,UPDATE,TC-00013805,trabajador,Zona 9,ACTIVA
21650,2026-07-02T04:57:00,UPDATE,TC-00047062,adulto_mayor,Santa Catarina Pinula,ACTIVA
21651,2026-07-02T18:38:00,UPDATE,TC-00055496,general,Zona 8,ACTIVA
21652,2026-07-02T19:45:00,UPDATE,TC-00059053,adulto_mayor,Zona 8,ACTIVA
21653,2026-07-02T08:15:00,UPDATE,TC-00042228,general,Zona 1,ACTIVA
21654,2026-07-02T04:05:00,UPDATE,TC-00049616,estudiante,Zona 6,ACTIVA
21655,2026-07-02T21:43:00,UPDATE,TC-00001263,adulto_mayor,Santa Catarina Pinula,ACTIVA
21656,2026-07-02T14:30:00,UPDATE,TC-00037379,estudiante,Zona 11,ACTIVA
21657,2026-07-02T08:36:00,UPDATE,TC-00020446,general,Zona 7,ACTIVA
21658,2026-07-02T06:28:00,UPDATE,0000054278,trabajador,Zona 9,ACTIVA
21659,2026-07-02T22:36:00,UPDATE,0000003207,trabajador,Zona 17,ACTIVA
21660,2026-07-02T06:50:00,UPDATE,TC-00035187,estudiante,Zona 13,ACTIVA
21661,2026-07-02T07:29:00,UPDATE,TC-00028814,adulto_mayor,Zona 1,ACTIVA
21662,2026-07-02T09:04:00,UPDATE,TC-00018249,trabajador,Zona 7,ACTIVA
21663,2026-07-02T16:22:00,UPDATE,TC-00050315,trabajador,Zona 8,ACTIVA
21664,2026-07-02T03:48:00,UPDATE,TC-00047730,general,Zona 18,ACTIVA
21665,2026-07-02T03:40:00,UPDATE,TC-00045906,trabajador,San Miguel Petapa,ACTIVA
21666,2026-07-02T03:38:00,UPDATE,TC-00031976,adulto_mayor,Zona 12,ACTIVA
21667,2026-07-02T11:18:00,UPDATE,0000030551,general,Zona 11,ACTIVA
21668,2026-07-02T18:32:00,UPDATE,TC-00016586,general,Zona 7,ACTIVA
21669,2026-07-02T14:24:00,UPDATE,TC-00045827,trabajador,Zona 7,ACTIVA
21670,2026-07-02T11:13:00,UPDATE,TC-00013481,general,Zona 17,ACTIVA
21671,2026-07-02T20:36:00,UPDATE,TC-00005775,general,Zona 11,ACTIVA
21672,2026-07-02T21:16:00,UPDATE,0000010313,trabajador,Mixco,ACTIVA
21673,2026-07-02T01:50:00,UPDATE,TC-00014052,general,Mixco,ACTIVA
21674,2026-07-02T10:01:00,UPDATE,0000019795,estudiante,Zona 10,ACTIVA
21675,2026-07-02T23:17:00,UPDATE,TC-00029856,adulto_mayor,Zona 9,ACTIVA
21676,2026-07-02T20:44:00,UPDATE,0000007706,adulto_mayor,Zona 12,ACTIVA
21677,2026-07-02T16:14:00,UPDATE,TC-00047973,adulto_mayor,Zona 11,ACTIVA
21678,2026-07-02T09:59:00,UPDATE,0000032458,estudiante,Zona 11,ACTIVA
21679,2026-07-02T18:05:00,UPDATE,TC-00005085,trabajador,Zona 4,ACTIVA
21680,2026-07-02T23:22:00,UPDATE,TC-00038723,estudiante,Zona 11,ACTIVA
21681,2026-07-02T12:04:00,UPDATE,SIN-TARJETA,estudiante,Zona 1,ACTIVA
21682,2026-07-02T10:49:00,UPDATE,TC-00021507,trabajador,San Miguel Petapa,ACTIVA
21683,2026-07-02T08:07:00,UPDATE,TC-00044572,estudiante,Zona 10,ACTIVA
21684,2026-07-02T06:37:00,UPDATE,TC-00019356,trabajador,Mixco,ACTIVA
21685,2026-07-02T04:53:00,UPDATE,TC-00052826,general,Zona 13,ACTIVA
21686,2026-07-02T10:58:00,UPDATE,TC-00048054,general,Zona 7,ACTIVA
21687,2026-07-02T17:02:00,UPDATE,TC-00010035,adulto_mayor,Zona 4,ACTIVA
21688,2026-07-02T04:14:00,UPDATE,TC-00047733,general,Villa Nueva,ACTIVA
21689,2026-07-02T04:20:00,UPDATE,TC-00000738,adulto_mayor,Zona 6,ACTIVA
21690,2026-07-02T05:05:00,UPDATE,TC-00041081,general,Mixco,ACTIVA
21691,2026-07-02T13:57:00,UPDATE,TC-00029050,adulto_mayor,Zona 13,ACTIVA
21692,2026-07-02T17:18:00,UPDATE,TC-00015374,estudiante,Zona 6,ACTIVA
21693,2026-07-02T21:50:00,UPDATE,TC-00004690,general,Zona 1,ACTIVA
21694,2026-07-02T13:50:00,UPDATE,TC-00031665,estudiante,Mixco,ACTIVA
21695,2026-07-02T05:16:00,UPDATE,MR0023733,adulto_mayor,Zona 4,ACTIVA
21696,2026-07-02T19:44:00,UPDATE,0000020734,estudiante,Zona 8,ACTIVA
21697,2026-07-02T08:43:00,UPDATE,TC-00038634,general,Villa Nueva,ACTIVA
21698,2026-07-02T04:51:00,UPDATE,TC-00035180,adulto_mayor,Zona 7,ACTIVA
21699,2026-07-02T11:28:00,UPDATE,TC-00042322,adulto_mayor,Mixco,ACTIVA
21700,2026-07-02T01:19:00,UPDATE,TC-00051063,general,Zona 6,ACTIVA
21701,2026-07-02T19:24:00,UPDATE,TC-00023702,trabajador,Zona 1,ACTIVA
21702,2026-07-02T21:19:00,UPDATE,TC-00029848,trabajador,Zona 9,ACTIVA
21703,2026-07-02T03:44:00,UPDATE,TC-00044778,estudiante,Zona 12,ACTIVA
21704,2026-07-02T15:22:00,UPDATE,TC-00030281,general,Zona 9,ACTIVA
21705,2026-07-02T14:14:00,UPDATE,TC-00024344,trabajador,Zona 13,ACTIVA
21706,2026-07-02T06:18:00,UPDATE,TC-00008632,adulto_mayor,Zona 12,ACTIVA
21707,2026-07-02T00:15:00,UPDATE,TC-00010327,estudiante,Santa Catarina Pinula,ACTIVA
21708,2026-07-02T13:13:00,UPDATE,TC-00012181,general,Zona 10,ACTIVA
21709,2026-07-02T16:51:00,UPDATE,TC-00020134,adulto_mayor,Mixco,ACTIVA
21710,2026-07-02T21:01:00,UPDATE,TC-00050491,trabajador,Zona 9,ACTIVA
21711,2026-07-02T23:31:00,UPDATE,TC-00021203,estudiante,Santa Catarina Pinula,ACTIVA
21712,2026-07-02T22:02:00,UPDATE,TC-00052294,estudiante,Zona 9,ACTIVA
21713,2026-07-02T21:11:00,UPDATE,TC-00055147,adulto_mayor,Zona 12,ACTIVA
21714,2026-07-02T09:22:00,UPDATE,0000030373,general,Zona 4,ACTIVA
21715,2026-07-02T09:05:00,UPDATE,TC-00020853,adulto_mayor,Zona 12,ACTIVA
21716,2026-07-02T13:34:00,UPDATE,TC-00031285,estudiante,Zona 12,ACTIVA
21717,2026-07-02T11:41:00,UPDATE,SIN-TARJETA,adulto_mayor,Zona 8,ACTIVA
21718,2026-07-02T08:57:00,UPDATE,TC-00042159,general,Zona 10,ACTIVA
21719,2026-07-02T20:25:00,UPDATE,0000038998,general,Zona 6,ACTIVA
21720,2026-07-02T06:58:00,UPDATE,TC-00041976,general,Zona 8,ACTIVA
21721,2026-07-02T18:27:00,UPDATE,TC-00015046,trabajador,Zona 18,ACTIVA
21722,2026-07-02T14:11:00,UPDATE,TC-00013484,trabajador,Santa Catarina Pinula,ACTIVA
21723,2026-07-02T00:09:00,UPDATE,MR0009885,general,Zona 12,ACTIVA
21724,2026-07-02T10:43:00,UPDATE,TC-00055597,trabajador,Villa Nueva,ACTIVA
21725,2026-07-02T20:35:00,UPDATE,TC-00039365,estudiante,Zona 13,ACTIVA
21726,2026-07-02T08:01:00,UPDATE,0000039250,estudiante,Zona 12,ACTIVA
21727,2026-07-02T07:10:00,UPDATE,0000029249,estudiante,Zona 17,ACTIVA
21728,2026-07-02T05:58:00,UPDATE,SIN-TARJETA,estudiante,Zona 9,ACTIVA
21729,2026-07-02T18:41:00,UPDATE,TC-00037019,trabajador,Zona 1,ACTIVA
21730,2026-07-02T05:04:00,UPDATE,TC-00038582,estudiante,Villa Nueva,ACTIVA
21731,2026-07-02T01:40:00,UPDATE,TC-00040763,estudiante,Zona 7,ACTIVA
21732,2026-07-02T02:11:00,UPDATE,TC-00021434,general,Zona 13,ACTIVA
21733,2026-07-02T16:08:00,UPDATE,TC-00032655,estudiante,Zona 7,ACTIVA
21734,2026-07-02T06:55:00,UPDATE,TC-00012178,trabajador,Zona 12,ACTIVA
21735,2026-07-02T18:22:00,UPDATE,TC-00038479,trabajador,Zona 7,ACTIVA
21736,2026-07-02T14:21:00,UPDATE,0000006881,trabajador,Zona 4,ACTIVA
21737,2026-07-02T08:08:00,UPDATE,TC-00034678,general,Zona 18,ACTIVA
21738,2026-07-02T03:48:00,UPDATE,0000037281,general,Mixco,ACTIVA
21739,2026-07-02T16:18:00,UPDATE,SIN-TARJETA,estudiante,Zona 9,ACTIVA
21740,2026-07-02T14:32:00,UPDATE,TC-00007863,adulto_mayor,Zona 12,ACTIVA
21741,2026-07-02T08:42:00,UPDATE,TC-00016016,adulto_mayor,Zona 9,ACTIVA
21742,2026-07-02T23:22:00,UPDATE,TC-00030700,estudiante,Zona 12,ACTIVA
21743,2026-07-02T05:16:00,UPDATE,MR0043723,estudiante,Zona 7,ACTIVA
21744,2026-07-02T08:12:00,UPDATE,TC-00056710,estudiante,Zona 1,ACTIVA
21745,2026-07-02T11:29:00,UPDATE,TC-00020725,general,Zona 18,ACTIVA
21746,2026-07-02T00:20:00,UPDATE,0000053254,estudiante,Zona 11,ACTIVA
21747,2026-07-02T12:46:00,UPDATE,0000059020,trabajador,Zona 13,ACTIVA
21748,2026-07-02T02:44:00,UPDATE,TC-00020746,estudiante,Villa Nueva,ACTIVA
21749,2026-07-02T05:54:00,UPDATE,0000012143,general,Zona 6,ACTIVA
21750,2026-07-02T06:31:00,UPDATE,TC-00051990,estudiante,Zona 13,ACTIVA
21751,2026-07-02T16:47:00,UPDATE,TC-00005432,estudiante,Zona 6,ACTIVA
21752,2026-07-02T20:42:00,UPDATE,SIN-TARJETA,adulto_mayor,Villa Nueva,ACTIVA
21753,2026-07-02T01:42:00,UPDATE,TC-00020614,estudiante,Zona 9,ACTIVA
